,comment
7614,"Да я так чекнул инфу, вдруг пушат"
7615,Скажите пожалуйста что он сказал про Адель
7616,Возьми бустера сюда пж
7617,Че за нн на видео баля
7618,Ждём Братишкина!!!
7619,"Хотя все и так знали но спасибо что показал толерантность и доказал что настя прожженая нара. 💯 инфа что вместо гайки, она ест две гайки, всегда"
7620,Позовите мойота и Паша техника
7621,"Илюха Эксайл это пиздец🤣🤣🤣
Эксайла,Саньку Парадеевича и Бустера зови сниматься побольше"
7622,"Разорвало с Илюхи, аж живот и щеки заболели"
7623,На изи 25 минут просидел бы
7624,"Илюша из за этого и не пьёт,что не адекватный пьяный )))"
7625,"Это лучшее, что я смотрел за последнее время💯💯💯"
7626,литвин я люблю тебя
7627,Парадевич и здесь первый 🤌🏻
7628,"Блин, а можно мне в ролике по участвовать, за 500.000 тыс сразу можно себе машину купить, или маме долги отдать"
7629,"это разъеб, на илюхе смеялась просто капец, очень круто!!"
7630,Литвин брат сделай видео со своей девушкой охуенный контент
7631,"56:02 Я ПРОСТО ИНФОРМАЦИЮ ЧЕКАЛ, МАЛО ЛИ КТО-ТО ПУШИТ"
